9.08, 11.0
53.08, 56.98
143.98, 146.98
155.14, 156.16
159.08, 160.02
161.2, 165.04
166.08, 168.02
7.06, 8.18
13.98, 15.06
33.16, 34.2
35.14, 36.18
42.8, 48.06
72.0, 74.52
79.16, 81.0
99.0, 102.06
131.12, 132.1
139.0, 140.0
147.98, 149.02
173.1, 175.98
2.16, 3.14
25.0, 26.02
61.98, 64.98
66.18, 67.0
106.0, 108.0
119.98, 121.0
122.0, 124.0
124.0, 127.0
153.16, 154.04
178.18, 181.16
