4.550000, 5.800000
13.500000, 14.620000
21.060000, 21.560000
24.810000, 25.900000
29.020000, 30.150000
30.210000, 30.240000
30.330000, 30.380000
31.560000, 36.960000
37.690000, 37.890000
38.210000, 38.380000
38.430000, 40.890000
43.070000, 45.400000
52.160000, 52.590000
53.780000, 54.770000
57.730000, 57.990000
58.230000, 60.660000
62.560000, 65.020000
68.090000, 68.510000
78.630000, 79.430000
80.240000, 81.850000
84.120000, 85.420000
87.750000, 89.000000
93.680000, 94.660000
96.920000, 98.330000
100.300000, 100.730000
102.040000, 103.290000
105.030000, 106.430000
108.370000, 108.770000
110.360000, 110.920000
111.570000, 112.320000
114.850000, 117.660000
119.230000, 120.090000
121.520000, 122.070000
124.620000, 124.930000
125.290000, 125.450000
127.690000, 128.790000
130.030000, 130.530000
131.530000, 132.530000
137.990000, 139.540000
140.010000, 140.860000
141.580000, 142.340000
142.410000, 142.690000
142.790000, 143.600000
151.210000, 152.800000
152.850000, 152.870000
153.430000, 153.500000
153.680000, 157.190000
157.380000, 158.540000
167.380000, 169.730000
170.450000, 172.950000
174.810000, 174.820000
175.640000, 177.780000
181.680000, 183.930000
185.560000, 187.180000
187.220000, 187.230000
187.280000, 187.310000
189.530000, 190.630000
190.720000, 191.950000
192.920000, 193.280000
194.040000, 194.730000
