5.810000, 7.900000
7.930000, 7.950000
8.060000, 11.340000
12.000000, 13.490000
14.650000, 16.880000
18.390000, 20.040000
21.570000, 24.800000
37.610000, 37.620000
41.680000, 42.250000
46.990000, 47.470000
47.520000, 47.560000
55.650000, 57.640000
72.230000, 72.620000
73.830000, 74.350000
77.470000, 78.000000
85.640000, 86.180000
112.330000, 113.440000
125.650000, 125.690000
128.900000, 129.050000
129.110000, 129.190000
129.430000, 129.760000
130.540000, 131.520000
132.540000, 133.440000
133.600000, 133.640000
133.740000, 137.980000
139.800000, 139.840000
144.150000, 145.420000
146.800000, 148.710000
149.210000, 151.200000
153.000000, 153.020000
159.450000, 161.440000
162.380000, 167.370000
172.960000, 173.950000
174.160000, 174.400000
174.580000, 174.770000
177.940000, 177.950000
178.190000, 179.500000
183.940000, 185.170000
185.230000, 185.330000
193.380000, 193.390000
